"","Habitat","Reef","SurveyDate","H_bio","Hbrow","Hgd","Hscex","H_dens","totBio","totDens"
"28","Flat",16,2014-09-16,4.97706377225805,0.0200308631666858,2.77749658116128,3.36289004950171,0.54,10.5405343720001,0.736
"29","Flat",16,2015-06-22,1.51038663358715,0,0,1.01823237215926,0.312,2.45779226805536,0.392
"30","Flat",16,2015-06-23,1.11397402409716,0,0.557138131956968,0.248296385717192,0.516,2.63928174138934,0.752
"31","Flat",16,2015-06-24,0.908944297573347,0,0,0.808972217383264,0.28,1.67154575847309,0.592
"32","Flat",16,2015-12-09,11.0001528279281,0,1.86887942177848,7.96318328908101,0.6,17.3144500481986,0.796
"33","Flat",16,2016-02-08,17.2090288670335,0,1.05129080039761,16.2622620012789,0.294,18.4959307326905,0.342
"34","Flat",16,2016-09-20,3.0454702229124,0,2.21998951692712,1.50892058561003,0.448,7.10004035694362,0.676
"35","Flat",17,2014-09-16,14.1922646748692,0,1.77750309653465,12.4147615783346,0.984,14.8907258460288,1.02
"36","Flat",17,2015-12-09,14.7810240098736,0,2.31524252526283,12.4657814846108,0.9392,14.7992343847923,0.9432
"37","Flat",17,2016-09-20,11.8155652556783,0,4.52497349945881,7.29059175621954,1.176,14.3908532780676,1.34
"38","Flat",19,2014-09-11,2.72048971710112,0.441712839233227,0.792347116382129,1.53492244296235,0.608,4.00207061151053,0.736
"39","Flat",19,2016-09-21,1.70161317587217,0,0.820725231431291,1.25434419550307,0.348,6.58776720389848,0.716
"40","Flat",22,2014-09-11,3.64237433785897,0.0787593698144814,2.21036389687447,1.53816286999017,0.584,6.17842281785238,0.8
"41","Flat",22,2016-09-20,0.70187474420937,0,0.410726813310719,0.403021738817579,0.476,2.42931901271571,0.664
"42","Flat",23,2014-09-11,8.6539333375794,0.30674564516815,1.86791009781687,6.47927759459438,1.3592,11.3932235873914,1.5232
"43","Flat",23,2016-09-20,3.44775944335837,0.00101985802933674,0.609616240993403,2.87562334433563,0.82,4.64038448548544,1.028
"44","Flat",26,2011-11-03,4.60707422901901,0.000281966396676908,0.384697220998917,4.22209504162341,0.481,4.99578609963214,0.535
"45","Flat",26,2011-11-04,4.26007888106781,0,0.743533362079394,3.51654551898842,0.784,4.38369358252416,0.976
"46","Flat",26,2012-02-06,0,0,0,0,0,2.07609260808802,0.008
"47","Flat",26,2012-05-03,0,0,0,0,0,3.05493859266469,0.012
"48","Flat",26,2012-08-07,0,0,0,0,0,2.66095498173652,0.06
"49","Flat",26,2012-11-19,0,0,0,0,0,0,0.008
"50","Flat",26,2013-02-06,0,0,0,0,0,0,0.008
"51","Flat",26,2013-05-06,0,0,0,0,0,1.58298237417431,0.008
"52","Flat",26,2018-02-07,0.976749021295036,0.00429997722269142,0.368270831073938,0.604178212998406,0.1656,2.03767212894126,0.2336
"53","Flat",27,2012-01-19,9.65379013702049,0,0,9.65379013702049,0.036,14.2303857350769,0.062
"54","Flat",27,2012-05-02,0,0,0,0,0,1.11959332767431,0.008
"55","Flat",27,2012-08-08,0,0,0,0,0,5.45928608657208,0.024
"56","Flat",27,2012-11-19,0,0,0,0,0,0.45443603353514,0.008
"57","Flat",27,2013-05-20,0,0,0,0,0,0.495341181736982,0.008
"58","Flat",27,2018-02-07,0.808556544685829,0,0.380229423241782,0.459021601396525,0.114,1.58233980257565,0.204
"59","Flat",27,2018-02-12,1.88239100101613,0.134967194065077,0.349432808192137,1.50249099875892,0.314,3.48349124898924,0.436
"60","Flat",28,2011-12-14,2.21360512111257,0,0.120994119210004,2.09261100190257,0.224,2.5771405508841,0.486
"61","Flat",28,2011-12-15,1.99162007273653,0,0.647328605627501,1.35357271710903,0.234,3.29258037016355,0.557
"62","Flat",28,2012-04-02,5.25730656422723,0,0.187863163337751,5.09808923422282,0.64,5.65869489185914,0.897333333333333
"63","Flat",28,2012-06-13,1.12773677248913,0,0.214855703527964,0.919297735627831,0.155333333333333,1.74106048270954,0.353333333333333
"64","Flat",28,2012-09-11,4.54131808907586,0,0.361147344032715,4.15340927463249,0.541333333333333,5.05979298058909,0.919333333333333
"65","Flat",28,2012-12-11,0.149195014273214,0,0.000586324114712398,0.148608690158502,0.0186666666666667,0.942810614718057,0.294
"66","Flat",28,2013-03-07,5.18763432854052,0,0.0958712391940225,5.0917630893465,0.504,8.88679295787778,0.915333333333333
"67","Flat",28,2013-06-03,1.08865636557629,0,0.119759861127627,0.968896504448666,0.126666666666667,1.70763400296013,0.402666666666667
"68","Flat",28,2014-02-01,17.9157760140926,0,0.178090331236278,17.7293546761738,1.07,18.7228824262358,1.22466666666667
"69","Flat",28,2015-06-25,1.36885112858568,0,0.155219585790511,1.21363154279517,0.232,2.31490541555038,0.569454545454545
"70","Flat",28,2016-02-08,0.534188258927855,0,0.260372321818491,0.273815937109365,0.14,0.677860894396028,0.3
"71","Flat",28,2016-02-09,14.0783232632279,0,12.0033990952327,2.07492416799529,0.277,14.4491510133772,0.399
"72","Flat",28,2016-02-24,0.160714154267199,0,0.153018335466235,0.00769581880096442,0.028,0.566430589362537,0.272
"73","Flat",29,2012-04-16,8.39887403449119,0,1.07922353204745,7.35194111165989,0.938461538461538,9.56114011498716,1.02830769230769
"74","Flat",29,2012-04-17,9.29688741355728,0,0.532070900943327,8.76481651261395,0.795,10.810713243691,0.915
"75","Flat",29,2012-07-24,4.45373884742083,0,0.401785685839375,4.10045304804993,0.556952380952381,6.07079894672028,0.704380952380952
"76","Flat",29,2012-10-10,0,0,0,0,0,2.82605843342573,0.0306666666666667
"77","Flat",29,2012-10-18,0,0,0,0,0,0.508610787304686,0.032
"78","Flat",29,2018-02-05,5.74630248868604,0,1.28168604912159,4.62761643956445,0.285090909090909,7.58265446534708,0.434181818181818
"79","Flat",29,2018-02-06,4.09705888074391,0.00477775246965714,0.358233185234007,3.77224238748469,0.429333333333333,5.87976270078576,0.575111111111111
"80","Flat",29,2018-02-12,1.98453299001098,0,0.407258544459431,1.59583694555155,0.23,3.38195793483288,0.354
"81","Slope",9,2014-09-10,5.45456722494745,0,2.92270407909143,3.21936314585602,0.28,8.70570334746591,0.44
"82","Slope",9,2014-09-11,12.1388764798957,0,4.75265702498531,8.25246945491044,0.808,18.3541791709307,1.184
"83","Slope",9,2015-12-14,24.3054286124101,0.374793944131609,9.42398081393399,18.8038965358211,0.868,76.629109269714,1.472
"84","Slope",9,2016-09-21,20.8340856710354,0,5.19947507272559,15.9555547460242,1.152,34.9837417042686,1.692
"85","Slope",10,2014-09-11,11.1151376648124,0,4.12359842409194,7.38455253614933,0.8392,16.9762063109894,1.1672
"86","Slope",10,2015-12-14,29.620531321684,0.134967194065077,11.3001842231321,20.5744920747733,0.94,40.258094087268,1.18
"87","Slope",10,2016-09-21,21.5633803483577,0,5.49074770161865,17.4664092375967,1.2312,38.2250810697875,1.9112
"88","Slope",12,2014-09-15,10.2787438260567,0,3.01825428336065,7.54539558347957,1.1152,20.6717362621562,1.9112
"89","Slope",12,2015-12-09,8.93609139316622,0,3.66069820954378,6.46642775747966,0.296,15.5032716777076,0.524
"90","Slope",12,2016-09-21,11.8732856169954,0,4.77692815430097,8.77940533198046,0.584,26.2861405127382,1.332
"91","Slope",14,2014-09-10,4.42299508815046,0,1.99775302366308,3.1767618092366,0.5552,8.09217492346577,0.7992
"92","Slope",14,2015-12-09,7.18794675949901,0,0.952234425384067,6.23571233411495,0.992,47.0576333083341,1.32
"93","Slope",14,2016-09-21,56.7595073720092,5.37144394069574,39.0947882047611,16.604753948124,1.4904,108.175214111184,2.4064
"94","Slope",15,2014-09-16,7.09554011516169,0.0858892255515364,3.7669381128226,3.23772036852857,0.9952,17.4925518943157,1.8632
"95","Slope",15,2016-09-20,14.0874536866113,0,6.5290604585108,7.68038747006392,0.8,35.8435942862728,1.916
"96","Slope",16,2011-09-22,0,0,0,0,0,9.5714628143036,0.036
"97","Slope",16,2012-02-02,2.31063221748134,0,0,2.31063221748134,0.292,4.26600236135192,0.34
"98","Slope",16,2012-03-14,0,0,0,0,0,19.7350488447808,0.012
"99","Slope",16,2012-06-04,0.614120061540063,0,0.244804647950342,0.406440413589721,0.068,2.36919206636595,0.168
"100","Slope",16,2012-09-13,0.959077154070223,0,0.117420816753987,0.878781337316236,0.028,2.55792845220391,0.104
"101","Slope",16,2013-01-08,0.612964384459133,0,0,0.612964384459133,0.18,2.10202237349318,0.232
"102","Slope",16,2013-03-05,1.85718410284688,0,0.037125,1.85718410284688,0.348,2.5566472840161,0.38
"103","Slope",16,2013-05-31,1.04584133700749,0,0.528756636952014,0.57847365996043,0.148,3.29879080060312,0.304
"104","Slope",16,2013-09-11,0,0,0,0,0,0.254501557260983,0.008
"105","Slope",16,2013-12-11,0.663937323834042,0,0.84922694325912,0.14820013557981,0.224,2.97601546865222,0.408
"106","Slope",16,2014-02-01,3.61558311049952,0.134967194065077,1.15369309539504,3.29767282103941,0.748,7.74685835388101,0.968
"107","Slope",16,2014-09-16,5.73506841890839,0.53484223942411,3.98333453969211,2.25458801246953,0.796,16.9203295329247,1.692
"108","Slope",16,2015-06-23,10.7351131923872,0.568072281348138,4.11966160144997,7.94623183907969,0.768,22.1574489017298,1.252
"109","Slope",16,2016-02-08,6.07592440392741,0,2.29400640772444,4.42020257006019,0.332,16.2827663709378,0.6
"110","Slope",16,2016-09-20,4.22426840122418,0,4.3280986432565,0.957078139743817,0.496,21.3989081519777,1.304
"111","Slope",17,2014-09-15,8.36130975076445,0,2.70674334981763,6.56732969637567,1.1512,22.2334802513742,2.1832
"112","Slope",17,2016-09-20,20.3379493487226,0,12.9167221536099,11.7058467030271,0.916,84.6140689203911,2.32
"113","Slope",19,2014-09-11,1.55202335682216,0,1.16966704385657,0.820527837108267,0.188,8.62314229044355,0.672
"114","Slope",19,2015-12-09,18.3742283604575,0.509761138196686,15.7380723334683,5.19450505968446,0.536,57.183608857756,1.34
"115","Slope",19,2016-09-21,9.38096136895476,0.248062504152835,4.67194928101641,7.72105211327607,0.684,40.8353630020903,1.988
"116","Slope",22,2014-09-11,6.40703700239649,0,4.68603664140125,2.01685853249274,0.58,13.6344316316869,1.088
"117","Slope",22,2015-12-09,9.22780701904503,0,3.93378542085243,7.64062531976422,0.628,37.4172739425404,1.288
"118","Slope",22,2016-09-20,9.10880963271081,0.778217630113729,6.88334335130571,2.81390584098644,1.072,37.8534056266696,1.88
"119","Slope",23,2014-09-11,6.2955168137907,0.0214998861134571,5.22712671138191,1.53029305738276,0.672,14.5424056948877,1.108
"120","Slope",23,2015-12-09,11.7740899607536,0,11.1951073124204,3.08823756397435,0.524,28.0391710742562,0.952
"121","Slope",23,2016-09-20,12.5151986748191,0.0286297418505121,6.22095045842086,8.3878604915482,0.732,24.843186840509,1.372
"122","Slope",26,2011-11-09,2.12457197040435,0,1.14119875041628,1.3090137051099,0.198,6.9925963550079,0.6
"123","Slope",26,2012-02-06,0,0,0,0,0,15.9994927517941,0.112
"124","Slope",26,2012-05-03,1.06497379062991,0,0,0,0.004,3.63218572244268,0.08
"125","Slope",26,2012-11-19,0,0,0,0,0,3.92106481634578,0.048
"126","Slope",26,2013-02-06,0,0,0,0,0,0,0.008
"127","Slope",26,2013-05-06,0,0,0,0,0,8.7007560683718,0.068
"128","Slope",26,2018-02-07,1.59071114333508,0,2.34136012949381,0.62752787462709,0.08,6.31408412280646,0.352
"129","Slope",27,2012-01-19,2.63952664013811,0.0565476550438788,0.672602783702392,2.03343870139184,0.354,7.82796568353941,0.72
"130","Slope",27,2012-05-02,0,0,0,0,0,1.81774413414056,0.032
"131","Slope",27,2012-08-08,0,0,0,0,0,2.58750236517615,0.056
"132","Slope",27,2013-02-07,0,0,0,0,0,27.374468327249,0.032
"133","Slope",27,2013-05-20,0,0,0,0,0,2.54986905221332,0.04
"134","Slope",27,2018-02-07,3.62123443812077,0,2.4101035726294,1.97288086549137,0.184,9.4505075788796,0.536
"135","Slope",27,2018-02-12,0.957111439640057,0,1.25206235402315,0.178736585616906,0.026,3.81562141362004,0.192
"136","Slope",28,2011-12-15,6.24646356390543,0.0400617263333716,4.22912988529529,2.20002195227676,0.352,10.8930403978005,0.592
"137","Slope",28,2011-12-16,10.3045578525162,1.08021620957731,6.71030376601942,3.63713787691943,0.5312,26.5193120636881,1.2992
"138","Slope",28,2012-04-02,2.42594312937035,0,2.11888764469562,0.349096119952744,0.164,5.06774575279406,0.396
"139","Slope",28,2012-06-13,5.74406428454239,0,5.48472715088723,2.6996211700274,0.32,13.8474110322106,0.612
"140","Slope",28,2012-09-11,6.24404190914993,0,3.93670654331069,2.89400203250591,0.346666666666667,13.7667206186809,0.693333333333333
"141","Slope",28,2012-12-11,9.6153429373121,0,8.12722906954232,1.75092858367459,0.364,12.905088823838,0.573333333333333
"142","Slope",28,2013-03-07,3.45291739078119,0,3.48667491220903,0.225273637430996,0.265333333333333,8.60151288056121,0.516
"143","Slope",28,2013-06-03,2.56287691152567,0,2.31592357464314,0.900703492120973,0.248,10.4190878715478,0.473333333333333
"144","Slope",28,2014-02-01,3.16682033132801,0,3.12390991795964,0.309755271320772,0.088,9.59646931315679,0.306666666666667
"145","Slope",28,2015-06-25,9.17070814710696,0.609282514856908,6.83759971975433,3.19488755769611,0.813333333333333,27.8618291287875,1.67733333333333
"146","Slope",28,2016-02-08,12.5798779428452,0.00101985802933674,2.7897153021497,10.4766427826662,0.28,24.1991182809915,0.624
"147","Slope",28,2016-02-09,10.0740968558286,0,8.68065743986955,2.95691410942003,0.27,21.4118606645856,0.582
"148","Slope",29,2012-04-16,8.65294525517993,0,8.92722475227508,0.7141309152315,0.286857142857143,16.589740129821,0.547428571428571
"149","Slope",29,2012-04-17,4.38380964413975,0.337417985162693,3.44073266293744,1.77389868692768,0.518,23.6048605668534,0.918
"150","Slope",29,2012-07-24,3.92861914287142,0,3.02759988515277,1.14500053465216,0.242181818181818,18.4628517954822,0.549090909090909
"151","Slope",29,2012-10-10,2.80761119312983,0,4.28573619312983,0,0.016,34.3061723621203,0.146666666666667
"152","Slope",29,2012-10-17,0,0,0,0,0,3.49249736744992,0.024
"153","Slope",29,2012-10-24,0,0,0,0,0,3.87622325403738,0.032
"154","Slope",29,2013-01-22,2.53091636553099,0,0.397989642897896,2.13292672263309,0.00685714285714286,9.20362143993705,0.0297142857142857
"155","Slope",29,2013-04-22,0,0,0,0,0,4.4793224191121,0.008
"156","Slope",29,2018-02-05,4.22906450464523,0,2.62555856484685,2.83570497719838,0.185,14.7654673200489,0.521
"157","Slope",29,2018-02-06,6.18925564629554,0,1.50439725386493,5.64912985222732,0.173333333333333,14.5526921205581,0.52
"158","Flat",9,2018-09-17,40.749496898,0,10.760811341,29.984183173,3.656,42.064437671,3.832
"159","Slope",9,2018-09-17,22.35561195,0,8.721180416,16.000569829,1.696,27.616281391,2.048
"160","Flat",10,2018-09-17,57.570087124,0.848471671,38.471092039,19.774023414,2.48,64.732739938,2.84
"161","Slope",10,2018-09-17,12.440979288,0,10.570850804,2.439378484,0.6,17.887353774,1.008
"162","Flat",15,2018-09-17,19.816221922,0.064813013,2.188907434,17.674759153,1.376,20.923849192,1.6
"163","Slope",15,2018-09-17,6.379908105,0.00230879,1.704291417,4.747557898,0.584,9.289656001,0.936
"164","Flat",16,2018-09-17,0.685208821,0,0.920034224,0.38563204,0.08,3.119873485,0.312
"165","Slope",16,2018-09-17,7.540284612,0,6.500838351,2.562946261,0.312,32.112069348,1.712
"166","Flat",19,2018-09-17,1.596581595,0,0.858374053,1.294572963,0.344,3.770298506,0.488
"167","Slope",19,2018-09-17,15.494659842,0,11.276100451,6.996059391,0.648,40.496629879,1.544
"168","Flat",14,2018-09-19,2.834463098,0,0.211213469,1.752404822,0.408,5.874024984,0.688
"169","Slope",14,2018-09-19,37.503670021,0,10.27044119,27.920728831,1.488,43.884598267,1.744
"170","Flat",23,2018-09-19,9.20896264,0,0.61304727,8.59591537,1.856,9.691603576,1.944
"171","Slope",23,2018-09-19,16.11185689,0,7.211394285,10.567960221,0.896,37.071268656,1.352
"172","Flat",10,2019-09-23,39.4444971005,0,13.2418342965,26.978162804,2.464,44.781365067,2.772
"173","Slope",10,2019-09-23,11.239536304,0,6.7859567735,5.3929891045,0.752,16.7232550965,1.092
"174","Flat",17,2019-09-23,5.872568479,0,1.436483473,4.38686958,1.004,6.4719430915,1.064
"175","Slope",17,2019-09-23,67.626103852,0.6110869315,48.5360424925,23.4185435755,2.164,133.28188559,4.492
"176","Flat",19,2019-09-23,2.188450772,0,0.819054289,1.460744587,0.768,5.1654541435,0.952
"177","Slope",19,2019-09-23,11.203076545,0,4.114452391,8.645622962,1.224,35.3528250745,2.528
"178","Flat",22,2019-09-23,4.2218114545,0,0.5656100505,3.860711788,0.94,5.4646127855,1.14
"179","Slope",22,2019-09-23,31.676069243,0.0324065065,1.2545397755,31.068657535,1.604,41.1859176125,2.38
"180","Flat",9,2019-09-24,44.014176534,0.129626027,25.4367904675,19.4556350395,3.184,55.580180784,3.82
"181","Slope",9,2019-09-24,18.4383205105,0.09721952,5.0954193665,15.8309001005,1.156,26.14020594,1.536
"182","Flat",14,2019-09-24,12.457521591,0.0324065065,5.256109501,10.0824322915,1.46,26.1467868595,1.8
"183","Slope",14,2019-09-24,22.70154346,3.627218948,11.0825501955,11.106718464,1.272,44.989889672,1.98
"184","Flat",15,2019-09-24,33.8528463155,0.09721952,4.8027722875,30.8560729845,2.304,37.2793128125,2.488
"185","Slope",15,2019-09-24,10.30692308,0,3.706758996,6.8134418925,0.876,39.6171045625,1.852
"186","Flat",16,2019-09-24,2.051777189,0,1.6384833485,1.4591954315,0.516,10.1511961465,0.948
"187","Slope",16,2019-09-24,4.917253138,0,3.6524994185,2.473771239,0.312,28.1615162025,1.348
"188","Flat",23,2019-09-24,4.092185689,0,0.6418825435,3.4503031455,1.488,4.54274479,1.612
"189","Slope",23,2019-09-24,15.2343144795,0.0648130135,5.6832033665,10.0665480995,1.112,31.602860857,1.676
"190","Flat",12,2019-09-25,28.831059736,0.064813013,1.386487819,27.491133904,1.824,33.066877698,2.12
"191","Slope",12,2019-09-25,56.01251586,0,6.7065602835,50.326774724,1.772,70.126040346,2.392
"192","Flat",17,2018-09-26,5.465929185,0,1.082372616,4.383556569,0.536,6.032945231,0.592
"193","Slope",17,2018-09-26,119.835829634,1.725695998,95.800301407,29.568789672,1.744,202.152271809,3.008
"194","Flat",22,2018-09-26,1.433201904,0,0.926559047,0.663392857,0.576,2.284881187,0.688
"195","Slope",22,2018-09-26,1.4364453,0,0.571783211,1.282662089,0.232,5.213207723,0.52
"196","Flat",12,2018-09-28,9.675032063,0,1.118006276,8.557025787,1.936,11.029766347,2.112
"197","Slope",12,2018-09-28,78.142525313,0,64.495571372,18.862092236,1.024,106.013366709,1.488
